ï»¿Term,Session,Bidding Window,Course Code,Description,Section,Vacancy,Opening Vacancy,Before Process Vacancy,D.I.C.E,After Process Vacancy,Enrolled Students,Median Bid,Min Bid,Instructor,School/Department,Term
2022-23 Term 1,Regular Academic Session,Round 2 Window 2,CS440,Foundations of Cybersecurity,G3,45,44,3,0,2,42,16.66,16.66, XIE XIAOFEI,SIS,
2022-23 Term 1,Regular Academic Session,Round 2 Window 2,CS443,Software and Systems Security,G1,45,44,0,0,0,44,0.0,0.0, DEBIN GAO,SIS,
2022-23 Term 1,Regular Academic Session,Round 2 Window 2,CS444,Strategic Cybersecurity Management,G1,45,44,13,0,13,31,0.0,0.0, KE PING FAN,SIS,
2022-23 Term 1,Regular Academic Session,Round 2 Window 2,CS460,Foundations of Cyber-Physical Systems(SMU-X),G1,45,44,16,0,16,28,0.0,0.0, RAJESH KRISHNA BALAN,SIS,
2022-23 Term 1,Regular Academic Session,Round 2 Window 2,CS462,Internet of Things: Technology and Applications,G1,45,42,9,0,9,33,0.0,0.0, MA DONG,SIS,
2022-23 Term 1,Regular Academic Session,Round 2 Window 2,CS470,Guided Research in Computer Science,G1,45,10,8,0,7,3,10.0,10.0, SUN JUN,SIS,
2022-23 Term 1,Regular Academic Session,Round 2 Window 2,CS480,Computer Science Project Experience(SMU-X),G1,25,25,0,0,0,25,0.0,0.0, JASON CHAN,SIS,
2022-23 Term 1,Regular Academic Session,Round 2 Window 2,IS105,Business Data Management,G1,45,44,0,0,0,44,0.0,0.0, SWETHA GOTTIPATI,SIS,
2022-23 Term 1,Regular Academic Session,Round 2 Window 2,IS105,Business Data Management,G2,45,44,0,0,0,44,0.0,0.0, FIONA LEE,SIS,
2022-23 Term 1,Regular Academic Session,Round 2 Window 2,IS105,Business Data Management,G4,45,44,1,0,1,43,0.0,0.0, FWA HUA LEONG,SIS,
2022-23 Term 1,Regular Academic Session,Round 2 Window 2,IS110,Information Systems and Innovation,G1,45,44,0,0,0,44,0.0,0.0, TANG QIAN,SIS,
2022-23 Term 1,Regular Academic Session,Round 2 Window 2,IS110,Information Systems and Innovation,G2,45,45,0,0,0,45,0.0,0.0, TANG QIAN,SIS,
2022-23 Term 1,Regular Academic Session,Round 2 Window 2,IS110,Information Systems and Innovation,G3,45,45,1,0,1,44,0.0,0.0, TANG QIAN,SIS,
2022-23 Term 1,Regular Academic Session,Round 2 Window 2,IS110,Information Systems and Innovation,G4,45,44,0,0,0,44,0.0,0.0, TANG QIAN,SIS,
2022-23 Term 1,Regular Academic Session,Round 2 Window 2,IS110,Information Systems and Innovation,G5,45,45,0,0,0,45,0.0,0.0, MA DAN,SIS,
2022-23 Term 1,Regular Academic Session,Round 2 Window 2,IS110,Information Systems and Innovation,G6,45,44,0,0,0,44,0.0,0.0, MA DAN,SIS,
2022-23 Term 1,Regular Academic Session,Round 2 Window 2,IS110,Information Systems and Innovation,G7,45,45,0,0,0,45,0.0,0.0, MOK HENG NGEE,SIS,
2022-23 Term 1,Regular Academic Session,Round 2 Window 2,IS110,Information Systems and Innovation,G8,45,45,0,0,0,45,0.0,0.0, NICHOLAS TAN CHEE HIANG,SIS,
2022-23 Term 1,Regular Academic Session,Round 2 Window 2,IS110,Information Systems and Innovation,G9,45,45,0,0,0,45,0.0,0.0, HOE SIU LOON,SIS,
2022-23 Term 1,Regular Academic Session,Round 2 Window 2,IS111,Introduction to Programming,G1,40,40,0,0,0,40,0.0,0.0, JIANG JING,SIS,
2022-23 Term 1,Regular Academic Session,Round 2 Window 2,IS111,Introduction to Programming,G10,40,40,2,0,1,39,10.0,10.0, WANG YONG,SIS,
2022-23 Term 1,Regular Academic Session,Round 2 Window 2,IS111,Introduction to Programming,G11,40,40,0,0,0,40,0.0,0.0, JOELLE ELMALEH,SIS,
2022-23 Term 1,Regular Academic Session,Round 2 Window 2,IS111,Introduction to Programming,G12,40,40,4,0,1,39,20.0,10.0, SUN QIANRU,SIS,
2022-23 Term 1,Regular Academic Session,Round 2 Window 2,IS111,Introduction to Programming,G13,40,40,2,0,1,39,10.23,10.23, SUN QIANRU,SIS,
2022-23 Term 1,Regular Academic Session,Round 2 Window 2,IS111,Introduction to Programming,G14,40,40,3,0,3,37,0.0,0.0, YANG GUOMIN,SIS,
2022-23 Term 1,Regular Academic Session,Round 2 Window 2,IS111,Introduction to Programming,G2,40,40,1,0,0,40,68.03,68.03, JIANG JING,SIS,
2022-23 Term 1,Regular Academic Session,Round 2 Window 2,IS111,Introduction to Programming,G3,40,40,0,0,0,40,0.0,0.0, JIANG JING,SIS,
2022-23 Term 1,Regular Academic Session,Round 2 Window 2,IS111,Introduction to Programming,G4,40,40,2,0,0,40,20.02,20.01, HAEWOON KWAK,SIS,
2022-23 Term 1,Regular Academic Session,Round 2 Window 2,IS111,Introduction to Programming,G5,40,40,3,0,2,37,20.69,20.69, HAEWOON KWAK,SIS,
2022-23 Term 1,Regular Academic Session,Round 2 Window 2,IS111,Introduction to Programming,G6,40,40,2,0,2,38,0.0,0.0, HAEWOON KWAK,SIS,
2022-23 Term 1,Regular Academic Session,Round 2 Window 2,IS111,Introduction to Programming,G7,40,40,3,0,3,37,0.0,0.0, WANG YONG,SIS,
2022-23 Term 1,Regular Academic Session,Round 2 Window 2,IS111,Introduction to Programming,G8,40,40,2,0,2,38,0.0,0.0, TA NGUYEN BINH DUONG,SIS,
2022-23 Term 1,Regular Academic Session,Round 2 Window 2,IS111,Introduction to Programming,G9,40,40,3,0,1,39,10.14,10.0, TA NGUYEN BINH DUONG,SIS,
2022-23 Term 1,Regular Academic Session,Round 2 Window 2,IS113,Web Application Development I,G1,42,42,9,0,9,33,0.0,0.0, LAU YI MENG,SIS,
2022-23 Term 1,Regular Academic Session,Round 2 Window 2,IS210,Business Process Analysis & Solutioning,G1,39,39,0,0,0,39,0.0,0.0, KE PING FAN,SIS,
2022-23 Term 1,Regular Academic Session,Round 2 Window 2,IS210,Business Process Analysis & Solutioning,G10,39,39,10,0,10,29,0.0,0.0, RAMANATHAN KIRUTHIKA,SIS,
2022-23 Term 1,Regular Academic Session,Round 2 Window 2,IS210,Business Process Analysis & Solutioning,G11,39,39,1,0,0,39,10.05,10.05, RAMANATHAN KIRUTHIKA,SIS,
2022-23 Term 1,Regular Academic Session,Round 2 Window 2,IS210,Business Process Analysis & Solutioning,G2,39,39,0,0,0,39,0.0,0.0, KE PING FAN,SIS,
2022-23 Term 1,Regular Academic Session,Round 2 Window 2,IS210,Business Process Analysis & Solutioning,G3,39,39,1,0,1,38,0.0,0.0, KE PING FAN,SIS,
2022-23 Term 1,Regular Academic Session,Round 2 Window 2,IS210,Business Process Analysis & Solutioning,G4,39,39,0,0,0,39,0.0,0.0, SWAPNA GOTTIPATI,SIS,
2022-23 Term 1,Regular Academic Session,Round 2 Window 2,IS210,Business Process Analysis & Solutioning,G5,39,39,0,0,0,39,0.0,0.0, SWAPNA GOTTIPATI,SIS,
2022-23 Term 1,Regular Academic Session,Round 2 Window 2,IS210,Business Process Analysis & Solutioning,G6,39,39,0,0,0,39,0.0,0.0, RAFAEL J. BARROS,SIS,
2022-23 Term 1,Regular Academic Session,Round 2 Window 2,IS210,Business Process Analysis & Solutioning,G7,39,39,0,0,0,39,0.0,0.0, RAFAEL J. BARROS,SIS,
2022-23 Term 1,Regular Academic Session,Round 2 Window 2,IS210,Business Process Analysis & Solutioning,G8,39,39,2,0,1,38,14.99,14.99, LO SIAW LING,SIS,
2022-23 Term 1,Regular Academic Session,Round 2 Window 2,IS210,Business Process Analysis & Solutioning,G9,39,39,1,0,1,38,0.0,0.0, LO SIAW LING,SIS,
2022-23 Term 1,Regular Academic Session,Round 2 Window 2,IS211,Interaction Design and Prototyping,G1,40,40,0,0,0,40,0.0,0.0, BENJAMIN GAN KOK SIEW,SIS,
2022-23 Term 1,Regular Academic Session,Round 2 Window 2,IS211,Interaction Design and Prototyping,G10,40,40,0,0,0,40,0.0,0.0, LEE MIN HUN,SIS,
2022-23 Term 1,Regular Academic Session,Round 2 Window 2,IS211,Interaction Design and Prototyping,G11,40,40,0,0,0,40,0.0,0.0, OUH ENG LIEH,SIS,
2022-23 Term 1,Regular Academic Session,Round 2 Window 2,IS211,Interaction Design and Prototyping,G12,38,38,0,0,0,38,0.0,0.0, OUH ENG LIEH,SIS,
2022-23 Term 1,Regular Academic Session,Round 2 Window 2,IS211,Interaction Design and Prototyping,G13,37,37,1,0,1,36,0.0,0.0, KOTARO HARA,SIS,
2022-23 Term 1,Regular Academic Session,Round 2 Window 2,IS211,Interaction Design and Prototyping,G14,36,36,0,0,0,36,0.0,0.0, KOTARO HARA,SIS,
2022-23 Term 1,Regular Academic Session,Round 2 Window 2,IS211,Interaction Design and Prototyping,G15,35,35,0,0,0,35,0.0,0.0, KOTARO HARA,SIS,
2022-23 Term 1,Regular Academic Session,Round 2 Window 2,IS211,Interaction Design and Prototyping,G2,40,40,0,0,0,40,0.0,0.0, BENJAMIN GAN KOK SIEW,SIS,
2022-23 Term 1,Regular Academic Session,Round 2 Window 2,IS211,Interaction Design and Prototyping,G3,40,40,0,0,0,40,0.0,0.0, BENJAMIN GAN KOK SIEW,SIS,
2022-23 Term 1,Regular Academic Session,Round 2 Window 2,IS211,Interaction Design and Prototyping,G4,40,40,0,0,0,40,0.0,0.0, BENJAMIN GAN KOK SIEW,SIS,
2022-23 Term 1,Regular Academic Session,Round 2 Window 2,IS211,Interaction Design and Prototyping,G5,40,40,2,0,0,40,10.05,10.04, BENJAMIN GAN KOK SIEW,SIS,
2022-23 Term 1,Regular Academic Session,Round 2 Window 2,IS211,Interaction Design and Prototyping,G6,40,40,1,0,1,39,0.0,0.0, LEE MIN HUN,SIS,
2022-23 Term 1,Regular Academic Session,Round 2 Window 2,IS211,Interaction Design and Prototyping,G7,40,40,1,0,1,39,0.0,0.0, LEE MIN HUN,SIS,
2022-23 Term 1,Regular Academic Session,Round 2 Window 2,IS211,Interaction Design and Prototyping,G8,40,40,1,0,1,39,0.0,0.0, LEE MIN HUN,SIS,
2022-23 Term 1,Regular Academic Session,Round 2 Window 2,IS211,Interaction Design and Prototyping,G9,40,40,10,0,9,31,12.91,12.91, WENDY TAN,SIS,
2022-23 Term 1,Regular Academic Session,Round 2 Window 2,IS212,Software Project Management,G1,40,40,0,0,0,40,0.0,0.0, CHRISTOPHER MICHAEL POSKITT,SIS,
2022-23 Term 1,Regular Academic Session,Round 2 Window 2,IS212,Software Project Management,G10,40,40,2,0,1,39,10.0,10.0, RAJESH KRISHNA BALAN,SIS,
2022-23 Term 1,Regular Academic Session,Round 2 Window 2,IS212,Software Project Management,G2,40,40,0,0,0,40,0.0,0.0, CHRISTOPHER MICHAEL POSKITT,SIS,
2022-23 Term 1,Regular Academic Session,Round 2 Window 2,IS212,Software Project Management,G3,40,40,0,0,0,40,0.0,0.0, SWAVEK WLODKOWSKI,SIS,
2022-23 Term 1,Regular Academic Session,Round 2 Window 2,IS212,Software Project Management,G4,40,40,2,0,0,40,12.0,12.0, SWAVEK WLODKOWSKI,SIS,
2022-23 Term 1,Regular Academic Session,Round 2 Window 2,IS212,Software Project Management,G5,40,40,1,0,1,39,0.0,0.0, SWAVEK WLODKOWSKI,SIS,
2022-23 Term 1,Regular Academic Session,Round 2 Window 2,IS212,Software Project Management,G6,40,40,2,0,2,38,0.0,0.0, FWA HUA LEONG,SIS,
2022-23 Term 1,Regular Academic Session,Round 2 Window 2,IS212,Software Project Management,G7,40,40,0,0,0,40,0.0,0.0, FWA HUA LEONG,SIS,
2022-23 Term 1,Regular Academic Session,Round 2 Window 2,IS212,Software Project Management,G8,40,40,2,0,2,38,0.0,0.0, NICHOLAS TAN CHEE HIANG,SIS,
2022-23 Term 1,Regular Academic Session,Round 2 Window 2,IS212,Software Project Management,G9,40,40,4,0,4,36,0.0,0.0, NICHOLAS TAN CHEE HIANG,SIS,
2022-23 Term 1,Regular Academic Session,Round 2 Window 2,IS215,Digital Business - Technologies and Transformation,G1,45,45,23,0,20,25,15.0,10.04, LO SIAW LING,SIS,
2022-23 Term 1,Regular Academic Session,Round 2 Window 2,IS216,Web Application Development II,G1,43,43,2,0,1,42,10.0,10.0, SHAR LWIN KHIN,SIS,
